average_voltage,current_A,current_B,current_C
(12167.568100053028+0j),(88.23076923076923+0j),(90.6923076923077-120j),(90.23076923076924+120j)
(12175.085496634936+0j),(88.06666666666666+0j),(90.06666666666666-120j),(90.13333333333334+120j)
(12168.357991355379+0j),(87.92857142857143+0j),(90.14285714285714-120j),(90.35714285714286+120j)
(12158.41931886433+0j),(88.53333333333333+0j),(90.73333333333332-120j),(90.73333333333332+120j)
(12154.57031706973+0j),(87.53333333333333+0j),(89.13333333333334-120j),(89.06666666666666+120j)
(12159.574019402708+0j),(87.3076923076923+0j),(88.92307692307692-120j),(89.23076923076923+120j)
(12157.957438648975+0j),(87.4+0j),(89.46666666666667-120j),(89.66666666666667+120j)
(12158.955429828577+0j),(87.35714285714286+0j),(89.35714285714286-120j),(89.57142857142857+120j)
(12167.96484331493+0j),(86.86666666666666+0j),(88.93333333333334-120j),(88.73333333333333+120j)
(12172.49778312072+0j),(86.38461538461539+0j),(88.61538461538461-120j),(88.23076923076923+120j)
(12172.48192184959+0j),(86.64285714285714+0j),(88.57142857142857-120j),(88.28571428571429+120j)
(12163.769431358818+0j),(86.13333333333334+0j),(88.26666666666667-120j),(87.73333333333333+120j)
(12166.94633822467+0j),(86.15384615384616+0j),(88.15384615384616-120j),(88.38461538461539+120j)
(12159.351961606864+0j),(85.92307692307692+0j),(88.61538461538461-120j),(88+120j)
(12162.884160946061+0j),(86.26666666666667+0j),(88.8-120j),(88.06666666666666+120j)
(12171.327221311209+0j),(86.07142857142857+0j),(88.35714285714286-120j),(88.35714285714286+120j)
(12163.837529082877+0j),(86+0j),(87.6923076923077-120j),(88.07692307692308+120j)
(12162.625727968423+0j),(86.42857142857143+0j),(88.5-120j),(88.21428571428571+120j)
(12158.130643729733+0j),(85.14285714285714+0j),(87.07142857142857-120j),(86.57142857142857+120j)
(12164.563975300704+0j),(84.71428571428571+0j),(87.07142857142857-120j),(86.78571428571429+120j)
(12172.646879069356+0j),(84.14285714285714+0j),(86.57142857142857-120j),(86.21428571428571+120j)
(12176.779057424557+0j),(83.33333333333333+0j),(85.4-120j),(85.53333333333333+120j)
(12177.548857783477+0j),(83.33333333333333+0j),(85.4-120j),(85.46666666666667+120j)
(12184.708001121428+0j),(82.73333333333333+0j),(85-120j),(84.66666666666667+120j)
(12184.853713332226+0j),(82.57142857142857+0j),(84.85714285714286-120j),(84.35714285714286+120j)
(12181.84324407145+0j),(82.78571428571429+0j),(84.85714285714286-120j),(84.92857142857143+120j)
(12183.02332264364+0j),(82.61538461538461+0j),(84.15384615384616-120j),(84.92307692307692+120j)
(12186.517031964891+0j),(82.08333333333333+0j),(84.25-120j),(84.5+120j)
(12182.97891108447+0j),(81.76923076923077+0j),(83.61538461538461-120j),(83.6923076923077+120j)
(12186.049653175547+0j),(82.21428571428571+0j),(84.21428571428571-120j),(83.64285714285714+120j)
(12192.73042057617+0j),(81.28571428571429+0j),(83.42857142857143-120j),(83.57142857142857+120j)
(12190.673953903057+0j),(81.8+0j),(84.13333333333334-120j),(83.66666666666667+120j)
(12192.15307030698+0j),(81.28571428571429+0j),(83.28571428571429-120j),(83.21428571428571+120j)
(12196.524436630843+0j),(80.21428571428571+0j),(81.85714285714286-120j),(82+120j)
(12193.802642504663+0j),(80.85714285714286+0j),(83.21428571428571-120j),(83.64285714285714+120j)
(12189.374175604726+0j),(80.6923076923077+0j),(83.15384615384616-120j),(83.38461538461539+120j)
(12203.782554300655+0j),(79.71428571428571+0j),(81.57142857142857-120j),(81.71428571428571+120j)
(12195.677656236032+0j),(78.86666666666666+0j),(81.2-120j),(81+120j)
(12203.914520076472+0j),(76.93333333333334+0j),(79.13333333333334-120j),(79.13333333333334+120j)
(12204.34087104449+0j),(78.15384615384616+0j),(80.38461538461539-120j),(80.3076923076923+120j)
(12206.504348426837+0j),(78.71428571428571+0j),(81.07142857142857-120j),(81+120j)
(12209.638535602437+0j),(78.92857142857143+0j),(81.21428571428571-120j),(81.5+120j)
(12204.530360363608+0j),(78.33333333333333+0j),(80.26666666666667-120j),(80.73333333333333+120j)
(12208.956712427393+0j),(77.66666666666667+0j),(79.46666666666667-120j),(80.06666666666666+120j)
(12202.164704645236+0j),(77.61538461538461+0j),(79.61538461538461-120j),(79.76923076923077+120j)
(12202.66909306722+0j),(77.28571428571429+0j),(79.14285714285714-120j),(79.57142857142857+120j)
(12207.494091745446+0j),(77.07142857142857+0j),(78.92857142857143-120j),(79.5+120j)
(12209.892315940544+0j),(77.3076923076923+0j),(79.61538461538461-120j),(79.84615384615384+120j)
(12210.650273217016+0j),(77.86666666666666+0j),(80.06666666666666-120j),(80.66666666666667+120j)
(12213.226355132401+0j),(76.92857142857143+0j),(79.28571428571429-120j),(79.42857142857143+120j)
(12217.845157285916+0j),(77.92857142857143+0j),(79.71428571428571-120j),(80.21428571428571+120j)
(12225.545910162109+0j),(77.53333333333333+0j),(79.06666666666666-120j),(79.73333333333333+120j)
(12215.98938856352+0j),(77.07142857142857+0j),(78.71428571428571-120j),(79.35714285714286+120j)
(12217.04257696666+0j),(76.92307692307692+0j),(79.46153846153847-120j),(79.3076923076923+120j)
(12219.742165313255+0j),(77.35714285714286+0j),(79.5-120j),(79.5+120j)
(12221.217263528493+0j),(78.07692307692308+0j),(79.46153846153847-120j),(80+120j)
(12229.699871329663+0j),(77.38461538461539+0j),(78.84615384615384-120j),(79.76923076923077+120j)
(12242.712458166014+0j),(77+0j),(78.75-120j),(79.33333333333333+120j)
(12240.210606999526+0j),(76.73333333333333+0j),(78.73333333333333-120j),(79+120j)
(12226.277220503081+0j),(76.26666666666667+0j),(78.53333333333333-120j),(79.26666666666667+120j)
(12231.52074525557+0j),(75.07692307692308+0j),(77-120j),(77.15384615384616+120j)
(12235.543692323577+0j),(74.5+0j),(75.66666666666667-120j),(75.83333333333333+120j)
(12243.423043112709+0j),(75.61538461538461+0j),(77.23076923076923-120j),(77.3076923076923+120j)
(12249.846857920998+0j),(74.85714285714286+0j),(76.35714285714286-120j),(76.57142857142857+120j)
(12245.44524944018+0j),(74.2+0j),(75.86666666666666-120j),(76.46666666666667+120j)
(12256.60735464451+0j),(72.6+0j),(74.53333333333333-120j),(75+120j)
(12266.517053880294+0j),(72.61538461538461+0j),(74-120j),(74.3076923076923+120j)
(12269.03963044106+0j),(72.93333333333334+0j),(74.93333333333334-120j),(75.46666666666667+120j)
(12279.316465232636+0j),(72.06666666666666+0j),(73.93333333333334-120j),(74+120j)
(12286.857547979436+0j),(71.84615384615384+0j),(73.23076923076923-120j),(73.6923076923077+120j)
(12294.827942464864+0j),(71.86666666666666+0j),(73.26666666666667-120j),(74.2+120j)
(12291.864211083024+0j),(72.66666666666667+0j),(74-120j),(74.53333333333333+120j)
(12287.787018467745+0j),(69.21428571428571+0j),(70.42857142857143-120j),(71.28571428571429+120j)
(12295.540007796864+0j),(68.64285714285714+0j),(70.28571428571429-120j),(71.07142857142857+120j)
(12304.3557022918+0j),(68.76923076923077+0j),(69.92307692307692-120j),(70.92307692307692+120j)
(12300.60144515676+0j),(67.46666666666667+0j),(68.86666666666666-120j),(69.73333333333333+120j)
(12304.24150113965+0j),(67.28571428571429+0j),(68.92857142857143-120j),(69.57142857142857+120j)
(12310.416399732983+0j),(66.93333333333334+0j),(68.46666666666667-120j),(68.86666666666666+120j)
(12310.097482441432+0j),(64.35714285714286+0j),(66.21428571428571-120j),(66.78571428571429+120j)
(12317.36828912815+0j),(62.84615384615385+0j),(64.76923076923077-120j),(65.07692307692308+120j)
(12325.73542687548+0j),(62.66666666666666+0j),(64.46666666666667-120j),(65.13333333333334+120j)
(12351.996616262622+0j),(61.57142857142857+0j),(62.85714285714285-120j),(63.85714285714285+120j)
(12344.491062763156+0j),(60.71428571428572+0j),(62.07142857142857-120j),(63.07142857142857+120j)
(12341.026961148022+0j),(60.642857142857146+0j),(62.57142857142857-120j),(63.285714285714285+120j)
(12344.287615525442+0j),(59.4+0j),(60.66666666666666-120j),(61.46666666666667+120j)
(12346.457860383473+0j),(59.53846153846154+0j),(61.07692307692308-120j),(61.84615384615385+120j)
(12349.907158145556+0j),(60.13333333333333+0j),(61.266666666666666-120j),(62.266666666666666+120j)
(12367.227666221244+0j),(58.5+0j),(59.583333333333336-120j),(60.75+120j)
(12345.851959826248+0j),(58.07142857142857+0j),(58.85714285714285-120j),(59.85714285714285+120j)
(12344.992278930915+0j),(58+0j),(59.15384615384615-120j),(60.30769230769231+120j)
(12352.255049240259+0j),(54.73333333333333+0j),(55.8-120j),(56.73333333333333+120j)
(12365.60558689352+0j),(56.42857142857143+0j),(57.5-120j),(58.142857142857146+120j)
(12378.833887017261+0j),(55.46153846153846+0j),(56.69230769230769-120j),(57.46153846153846+120j)
(12379.899764437303+0j),(51.92307692307692+0j),(52.61538461538461-120j),(53.84615384615385+120j)
(12391.180300466085+0j),(44.76923076923077+0j),(45.61538461538461-120j),(46.92307692307692+120j)
(12395.488221705422+0j),(45.23076923076923+0j),(45.84615384615385-120j),(47.69230769230769+120j)
(12404.139593431433+0j),(53.06666666666667+0j),(53.8-120j),(54.93333333333333+120j)
(12397.648526833545+0j),(55.07142857142857+0j),(55.92857142857143-120j),(56.42857142857143+120j)
(12406.295034436409+0j),(53.333333333333336+0j),(54.46666666666667-120j),(55.46666666666667+120j)
(12407.98859522603+0j),(51.6+0j),(53.06666666666667-120j),(53.86666666666667+120j)
(12406.525974544082+0j),(48+0j),(49.13333333333333-120j),(50.46666666666667+120j)
(12416.109989012632+0j),(43+0j),(43.91666666666666-120j),(45.333333333333336+120j)
(12425.031425315108+0j),(44.21428571428572+0j),(44.785714285714285-120j),(46.42857142857143+120j)
(12430.967135939776+0j),(52.13333333333333+0j),(53.06666666666667-120j),(54+120j)
(12438.434199421295+0j),(54.5+0j),(55.642857142857146-120j),(56.785714285714285+120j)
(12445.4861205664+0j),(53+0j),(53.5-120j),(54.35714285714285+120j)
(12452.598526025415+0j),(46.46666666666667+0j),(47.6-120j),(48.93333333333333+120j)
(12462.559192812434+0j),(43.57142857142857+0j),(44.5-120j),(45.5+120j)
(12459.54872355166+0j),(45.785714285714285+0j),(46.642857142857146-120j),(47.57142857142857+120j)
(12459.796159381314+0j),(53.266666666666666+0j),(54.06666666666667-120j),(54.93333333333333+120j)
(12464.909833194133+0j),(53.07142857142857+0j),(53.85714285714285-120j),(54.785714285714285+120j)
(12468.263963329426+0j),(51.333333333333336+0j),(52.13333333333333-120j),(53.266666666666666+120j)
(12481.504529502845+0j),(46.86666666666667+0j),(47.46666666666667-120j),(48.73333333333333+120j)
(12479.272108461977+0j),(43.46666666666667+0j),(43.8-120j),(45.53333333333333+120j)
(12478.023932165728+0j),(46.35714285714285+0j),(46.42857142857143-120j),(48.07142857142857+120j)
(12479.879700888125+0j),(52.57142857142857+0j),(53.21428571428572-120j),(54.85714285714285+120j)
(12477.605194607855+0j),(54+0j),(54.46153846153846-120j),(55.84615384615385+120j)
(12468.621370638926+0j),(51.21428571428572+0j),(52.35714285714285-120j),(53.285714285714285+120j)
(12483.30256319832+0j),(44.5+0j),(45.71428571428572-120j),(46.642857142857146+120j)
(12500.711048457882+0j),(43.06666666666667+0j),(43.333333333333336-120j),(44.86666666666667+120j)
(12502.520079301345+0j),(46.4+0j),(46.93333333333333-120j),(48.2+120j)
(12501.76508279548+0j),(53.07692307692308+0j),(53.76923076923077-120j),(54.92307692307692+120j)
(12503.880976364437+0j),(51.5+0j),(52-120j),(53.57142857142857+120j)
(12505.777984391772+0j),(49.785714285714285+0j),(50.5-120j),(51.85714285714285+120j)
(12509.178852406+0j),(44.4+0j),(44.93333333333333-120j),(46.333333333333336+120j)
(12513.220304290326+0j),(42.66666666666666+0j),(43.13333333333333-120j),(44.66666666666666+120j)
(12523.964517871245+0j),(47.21428571428572+0j),(48.21428571428572-120j),(49.57142857142857+120j)
(12530.274131527389+0j),(51.57142857142857+0j),(53-120j),(53.57142857142857+120j)
(12529.078191684068+0j),(52.285714285714285+0j),(53.92857142857143-120j),(54.21428571428572+120j)
(12533.504543747855+0j),(49.333333333333336+0j),(50.66666666666666-120j),(51.2+120j)
(12540.192184365967+0j),(43.25+0j),(44.583333333333336-120j),(45.333333333333336+120j)
(12541.587447516511+0j),(42.53333333333333+0j),(43.53333333333333-120j),(44.53333333333333+120j)
(12542.588187983107+0j),(49.53333333333333+0j),(50.13333333333333-120j),(51.06666666666667+120j)
(12538.04932663609+0j),(52.84615384615385+0j),(53.61538461538461-120j),(54.69230769230769+120j)
(12542.62371723044+0j),(51.15384615384615+0j),(51.69230769230769-120j),(53+120j)
(12545.738870880683+0j),(48.5+0j),(49.5-120j),(50.57142857142857+120j)
(12545.110764543873+0j),(43.38461538461539+0j),(44.61538461538461-120j),(45.61538461538461+120j)
(12547.091520082784+0j),(44.46666666666667+0j),(45.4-120j),(46.46666666666667+120j)
(12544.13053798794+0j),(51.21428571428572+0j),(52.285714285714285-120j),(53.35714285714285+120j)
(12447.300649983852+0j),(52.07142857142857+0j),(52.85714285714285-120j),(54.07142857142857+120j)
(12460.497227565327+0j),(51.21428571428572+0j),(52-120j),(53+120j)
(12457.83316846607+0j),(46.66666666666666+0j),(47.6-120j),(49.13333333333333+120j)
(12467.79024003163+0j),(43.46153846153846+0j),(44.30769230769231-120j),(45.46153846153846+120j)
(12462.517953507493+0j),(42.71428571428572+0j),(43.57142857142857-120j),(44.785714285714285+120j)
(12458.558980233049+0j),(42.42857142857143+0j),(43.71428571428572-120j),(44.85714285714285+120j)
(12462.22103051191+0j),(42.333333333333336+0j),(42.73333333333333-120j),(44.333333333333336+120j)
(12460.414748955443+0j),(44.21428571428572+0j),(45.142857142857146-120j),(46.07142857142857+120j)
(12465.693379988035+0j),(50.92857142857143+0j),(52.142857142857146-120j),(52.85714285714285+120j)
(12464.722881678397+0j),(51+0j),(52.2-120j),(53.13333333333333+120j)
(12465.074790413903+0j),(51+0j),(52.57142857142857-120j),(53.21428571428572+120j)
(12470.810226055084+0j),(45+0j),(46.53846153846154-120j),(47.30769230769231+120j)
(12469.611113957537+0j),(42.6+0j),(43.73333333333333-120j),(45+120j)
(12473.460115752134+0j),(43.266666666666666+0j),(44.266666666666666-120j),(45.73333333333333+120j)
(12470.724575190974+0j),(42.92857142857143+0j),(44.142857142857146-120j),(45.35714285714285+120j)
(12467.68661306024+0j),(42.8+0j),(44.4-120j),(45.2+120j)
(12472.002993644179+0j),(43.142857142857146+0j),(44.42857142857143-120j),(45.285714285714285+120j)
(12473.075215572673+0j),(50+0j),(51.42857142857143-120j),(52.35714285714285+120j)
(12469.899789092131+0j),(54.785714285714285+0j),(56.5-120j),(57.07142857142857+120j)
(12444.977502472111+0j),(55.2+0j),(56.2-120j),(57+120j)
(12447.25941067891+0j),(51.42857142857143+0j),(52.71428571428572-120j),(53.642857142857146+120j)
(12448.364624051357+0j),(46.8+0j),(48.06666666666667-120j),(49+120j)
(12445.47787270541+0j),(45.8+0j),(47.2-120j),(48+120j)
(12446.352145970184+0j),(53.71428571428572+0j),(54.42857142857143-120j),(55.35714285714285+120j)
(12437.568174017511+0j),(55.583333333333336+0j),(56.583333333333336-120j),(57.5+120j)
(12443.668841861949+0j),(54.86666666666667+0j),(55.66666666666666-120j),(56.86666666666667+120j)
(12442.786532219803+0j),(49.53846153846154+0j),(50.53846153846154-120j),(51.38461538461539+120j)
(12448.455350522232+0j),(46.21428571428572+0j),(47-120j),(48+120j)
(12439.47342990584+0j),(47.66666666666666+0j),(48.13333333333333-120j),(49.13333333333333+120j)
(12425.309103301719+0j),(56.13333333333333+0j),(57.06666666666667-120j),(58+120j)
(12421.998961758365+0j),(55.53333333333333+0j),(56.6-120j),(57.46666666666667+120j)
(12412.618394527532+0j),(55.42857142857143+0j),(57-120j),(57.85714285714285+120j)
(12407.33976349494+0j),(50.35714285714285+0j),(51.285714285714285-120j),(52.71428571428572+120j)
(12416.406066073756+0j),(47.92307692307692+0j),(49-120j),(49.61538461538461+120j)
(12413.415687756415+0j),(51.2+0j),(52.8-120j),(53.6+120j)
(12411.16550209188+0j),(56.69230769230769+0j),(57.76923076923077-120j),(58.84615384615385+120j)
(12401.617016870665+0j),(58.38461538461539+0j),(59.69230769230769-120j),(60.30769230769231+120j)
(12397.854723358256+0j),(54.92857142857143+0j),(56.142857142857146-120j),(56.5+120j)
(12406.020105736792+0j),(48.285714285714285+0j),(49.42857142857143-120j),(50.285714285714285+120j)
(12404.040619099573+0j),(48+0j),(49.85714285714285-120j),(50.57142857142857+120j)
(12402.25358255208+0j),(52.46666666666667+0j),(53.93333333333333-120j),(54.6+120j)
(12385.140328419177+0j),(58.30769230769231+0j),(59.92307692307692-120j),(60.46153846153846+120j)
(12392.477117993803+0j),(59.4+0j),(61.333333333333336-120j),(62.13333333333333+120j)
(12391.462631092227+0j),(54.85714285714285+0j),(56.5-120j),(57.642857142857146+120j)
(12385.565410485504+0j),(51.42857142857143+0j),(52.57142857142857-120j),(53.642857142857146+120j)
(12391.135888906916+0j),(50.15384615384615+0j),(51.84615384615385-120j),(52.38461538461539+120j)
(12390.336480841885+0j),(55.84615384615385+0j),(57.07692307692308-120j),(58+120j)
(12396.518569878132+0j),(59.13333333333333+0j),(60.333333333333336-120j),(60.86666666666667+120j)
(12395.215407841957+0j),(60.35714285714285+0j),(62.07142857142857-120j),(62.642857142857146+120j)
(12386.916790785914+0j),(56.61538461538461+0j),(57.61538461538461-120j),(58.84615384615385+120j)
(12390.967759432922+0j),(52.285714285714285+0j),(53.07142857142857-120j),(54.785714285714285+120j)
(12386.961202345085+0j),(53.53846153846154+0j),(54.84615384615385-120j),(55.84615384615385+120j)
(12390.637844993384+0j),(63+0j),(64.78571428571429-120j),(65.28571428571429+120j)
(12373.593323035386+0j),(66.3076923076923+0j),(67.92307692307692-120j),(69+120j)
(12371.38458815941+0j),(65.13333333333334+0j),(66.73333333333333-120j),(67.6+120j)
(12363.201018189973+0j),(61.38461538461539+0j),(63.38461538461539-120j),(63.92307692307692+120j)
(12361.60812360113+0j),(58.06666666666667+0j),(59.73333333333333-120j),(60.4+120j)
(12353.398752630654+0j),(58.85714285714285+0j),(60.42857142857143-120j),(60.92857142857143+120j)
(12357.29724159118+0j),(66.66666666666667+0j),(68.46666666666667-120j),(69.13333333333334+120j)
(12353.785767646265+0j),(68.84615384615384+0j),(71.38461538461539-120j),(71.61538461538461+120j)
(12345.018925866412+0j),(67.4+0j),(69.33333333333333-120j),(70.33333333333333+120j)
(12352.320186193705+0j),(62.15384615384615+0j),(64.15384615384616-120j),(65.07692307692308+120j)
(12347.174366871392+0j),(58.6+0j),(60.333333333333336-120j),(61.333333333333336+120j)
(12335.542133590718+0j),(60.92857142857143+0j),(62.57142857142857-120j),(63.71428571428572+120j)
(12330.717134912491+0j),(66.64285714285714+0j),(69.42857142857143-120j),(70.64285714285714+120j)
(12325.19656662424+0j),(64.6+0j),(66.4-120j),(67.53333333333333+120j)
(12320.737223116495+0j),(61.85714285714285+0j),(63.42857142857143-120j),(65.07142857142857+120j)
(12322.469273924064+0j),(63.785714285714285+0j),(65.64285714285714-120j),(66.92857142857143+120j)
(12312.654319347841+0j),(66.92857142857143+0j),(69-120j),(69.78571428571429+120j)
(12312.494860702069+0j),(64.86666666666666+0j),(67.06666666666666-120j),(68.13333333333334+120j)
(12317.932950380433+0j),(58.71428571428572+0j),(60.71428571428572-120j),(61.71428571428572+120j)
(12310.762809894499+0j),(59.4+0j),(62.266666666666666-120j),(63.13333333333333+120j)
(12300.447485084977+0j),(68.21428571428571+0j),(70.78571428571429-120j),(71.85714285714286+120j)
(12292.7357350608+0j),(72.35714285714286+0j),(74.71428571428571-120j),(75.42857142857143+120j)
(12284.592558461845+0j),(71+0j),(73.15384615384616-120j),(73.92307692307692+120j)
(12288.977459737074+0j),(69.93333333333334+0j),(72.73333333333333-120j),(73.06666666666666+120j)
(12282.973016937503+0j),(71.46666666666667+0j),(74-120j),(74.73333333333333+120j)
(12282.318686632421+0j),(73.46666666666667+0j),(76.2-120j),(76.73333333333333+120j)
(12283.786805888361+0j),(71.64285714285714+0j),(74.07142857142857-120j),(75.07142857142857+120j)
(12285.859768283452+0j),(71.4+0j),(73.86666666666666-120j),(74.2+120j)
(12278.374940178266+0j),(72.6923076923077+0j),(74.6923076923077-120j),(75.46153846153847+120j)
(12274.12031280993+0j),(74.06666666666666+0j),(76.66666666666667-120j),(77.2+120j)
(12261.311384694907+0j),(73.35714285714286+0j),(75.78571428571429-120j),(76.21428571428571+120j)
(12254.383181464633+0j),(72.14285714285714+0j),(74.35714285714286-120j),(75.07142857142857+120j)
(12263.852360330187+0j),(74.15384615384616+0j),(76.23076923076923-120j),(77.23076923076923+120j)
(12249.217271198886+0j),(77.46666666666667+0j),(79.8-120j),(80.26666666666667+120j)
(12248.568439467794+0j),(75.64285714285714+0j),(78.21428571428571-120j),(78.57142857142857+120j)
(12248.75243021292+0j),(74.07692307692308+0j),(77.6923076923077-120j),(77.61538461538461+120j)
(12236.155408680217+0j),(74.64285714285714+0j),(77.21428571428571-120j),(77.92857142857143+120j)
(12232.631034234779+0j),(74.92307692307692+0j),(77.23076923076923-120j),(78.07692307692308+120j)
(12227.866308386852+0j),(78.35714285714286+0j),(80.57142857142857-120j),(81.07142857142857+120j)
(12226.381693408937+0j),(79.14285714285714+0j),(81.71428571428571-120j),(82.42857142857143+120j)
(12212.03041528908+0j),(78.07142857142857+0j),(80.42857142857143-120j),(81.28571428571429+120j)
(12210.611783199069+0j),(76.86666666666666+0j),(79.26666666666667-120j),(80.26666666666667+120j)
(12201.181728802305+0j),(76.93333333333334+0j),(79.26666666666667-120j),(80.66666666666667+120j)
(12198.174008828526+0j),(76.5+0j),(78.78571428571429-120j),(79.5+120j)
(12199.06477781528+0j),(76.93333333333334+0j),(79.66666666666667-120j),(80.2+120j)
(12191.195049530634+0j),(80.92307692307692+0j),(83-120j),(83.38461538461539+120j)
(12191.452002122964+0j),(79+0j),(81.5-120j),(82.21428571428571+120j)
(12184.477061013755+0j),(78.93333333333334+0j),(80.86666666666666-120j),(81.53333333333333+120j)
(12187.941162628893+0j),(78.6+0j),(80.93333333333334-120j),(81.26666666666667+120j)
(12185.101149161877+0j),(78.21428571428571+0j),(80.64285714285714-120j),(81.21428571428571+120j)
(12182.544312255466+0j),(78.07142857142857+0j),(80.5-120j),(80.78571428571429+120j)
(12177.317917675802+0j),(78+0j),(80.86666666666666-120j),(81.33333333333333+120j)
(12166.667179852751+0j),(78.35714285714286+0j),(81.21428571428571-120j),(81.71428571428571+120j)
(12167.698162476303+0j),(78.64285714285714+0j),(81-120j),(81.5+120j)
(12181.646564309418+0j),(78.46153846153847+0j),(81.61538461538461-120j),(81.38461538461539+120j)
(12163.538491251145+0j),(79.46666666666667+0j),(82.26666666666667-120j),(82.2+120j)
(12156.57179800292+0j),(79.33333333333333+0j),(81.8-120j),(81.86666666666666+120j)
(12155.932271550897+0j),(78.92307692307692+0j),(81.92307692307692-120j),(81.6923076923077+120j)
(12151.683565723783+0j),(79.46666666666667+0j),(82-120j),(81.73333333333333+120j)
(12147.719093875348+0j),(80.33333333333333+0j),(83.2-120j),(83+120j)
(12246.7126707454+0j),(79.5+0j),(82-120j),(82.35714285714286+120j)
(12263.141775383494+0j),(79.92307692307692+0j),(82.15384615384616-120j),(82.92307692307692+120j)
(12255.86779644255+0j),(80.28571428571429+0j),(82.42857142857143-120j),(82.92857142857143+120j)
(12249.794621468074+0j),(81+0j),(82.93333333333334-120j),(83.6+120j)
(12240.815450138676+0j),(80.92857142857143+0j),(82.85714285714286-120j),(83.42857142857143+120j)
(12233.1639729448+0j),(80.07692307692308+0j),(82.53846153846153-120j),(83.3076923076923+120j)
(12237.708755833039+0j),(79.8+0j),(82.33333333333333-120j),(83.13333333333334+120j)
(12243.023339080193+0j),(80.3076923076923+0j),(82.46153846153847-120j),(83.3076923076923+120j)
(12237.323855653576+0j),(80.33333333333333+0j),(82.6-120j),(83.2+120j)
(12228.90046326463+0j),(80.84615384615384+0j),(82.92307692307692-120j),(83.6923076923077+120j)
(12226.97004082611+0j),(80.26666666666667+0j),(82.73333333333333-120j),(83.26666666666667+120j)
(12226.587889933646+0j),(79.78571428571429+0j),(81.78571428571429-120j),(82.85714285714286+120j)
(12226.191358155356+0j),(81.07692307692308+0j),(83.46153846153847-120j),(83.76923076923077+120j)
(12233.522966381412+0j),(80.66666666666667+0j),(82.75-120j),(83.58333333333333+120j)
(12227.288958117662+0j),(81.07142857142857+0j),(83.57142857142857-120j),(84.14285714285714+120j)
(12204.566101094557+0j),(80.78571428571429+0j),(83.5-120j),(84.07142857142857+120j)
(12199.081273537256+0j),(81+0j),(83.14285714285714-120j),(83.78571428571429+120j)
(12198.756857671711+0j),(80.73333333333333+0j),(83.2-120j),(83.66666666666667+120j)
(12195.905847056712+0j),(82.14285714285714+0j),(84.42857142857143-120j),(85.28571428571429+120j)
(12192.565463356403+0j),(82+0j),(84.71428571428571-120j),(85.35714285714286+120j)
(12190.95713046366+0j),(81.78571428571429+0j),(84.71428571428571-120j),(84.42857142857143+120j)
(12180.047748179355+0j),(85.15384615384616+0j),(88.38461538461539-120j),(88.38461538461539+120j)
(12166.584701242866+0j),(91.85714285714286+0j),(94.85714285714286-120j),(95.35714285714286+120j)
(12155.408849603555+0j),(95.21428571428572+0j),(97.57142857142856-120j),(98.42857142857144+120j)
(12152.290523699086+0j),(94.3846153846154+0j),(97.3846153846154-120j),(97.53846153846152+120j)
(12180.523586313302+0j),(93.64285714285714+0j),(96.5-120j),(96.78571428571428+120j)
